,Name,Coordinates,Address,City,Postal,Province,In Peel,Website,Email,Phone,Citizen test preparation,Help with daily life,Refugee services,Job language training,Job search support,LGBT services,Language assessment,Language training,Other services,Senior services,Women services,Youth services
656,Mennonite New Life Centre of Toronto,"(43.806056, -79.337505)","3570 Victoria Park Ave, Suite 204",Scarborough,M2H 3S2,Ontario,no,http://www.mnlct.org/,sdmello@mnlct.org,416-291-3248,yes,yes,yes,no,no,no,no,yes,no,yes,no,no
657,Merrymount Children's Centre,"(42.931849, -81.228266)",1119 Jalna Boulevard,London,N6A 4B3,Ontario,no,http://www.merrymount.on.ca,contact@merrymount.on.ca,519-434-6848,no,yes,no,no,no,no,no,no,no,no,no,yes
658,MetroWorks,"(44.655441, -63.627358)","7071 Bayers Road, Suite LL05",Halifax,B3L 2C2,Nova Scotia,no,http://www.mymetroworks.ca/,info@mymetroworks.ca,902-453-6246,no,no,no,no,yes,no,no,no,yes,no,yes,no
659,MFCW Education & Training Trust Fund (operating as UFCW Training Centre),"(49.826557, -99.931486)",530 Richmond Avenue East,Brandon,R3G 0P1,Manitoba,no,http://ufcw832.com/,wmcgorum@ufcwtraining.mb.ca,204-775-8329,no,no,no,yes,no,no,no,yes,no,no,no,no
660,MFL-Occupational Health Centre,"(49.884114, -97.158966)",167 Sherbrook Street,Winnipeg,R3C 2B7,Manitoba,no,http://mflohc.mb.ca/,khamilton@mflohc.mb.ca,204-926-7905,no,no,no,no,no,no,no,no,yes,no,yes,no
661,Mission Community Services Society,"(49.135292, -122.294016)",33179 2nd Avenue,Mission,V2V 1J9,British Columbia,no,http://www.missioncommunityservices.com,,604-826-3634,no,yes,yes,no,no,no,no,no,yes,no,no,yes
662,Mohawk College of Applied Arts and Technology,"(43.239121, -79.885212)",135 Fennell Avenue West,Hamilton,L9C 1E9,Ontario,no,www.mohawkcollege.ca/newcomers,,905-575-2303,no,no,no,yes,yes,no,no,yes,no,no,no,yes
663,Moose Jaw Multicultural Council Inc.,"(50.395581, -105.532673)",60 Athabasca Street East,Moose Jaw,S6H 0L2,Saskatchewan,no,http://www.mjmcinc.ca/,reception@mjmcinc.ca,306-693-4677,no,yes,yes,no,yes,no,yes,yes,yes,no,no,no
664,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.26774, -123.003662)",1899 Willingdon Ave,Burnaby,V5C 6E3,British Columbia,no,http://www.mosaicbc.com/,info@mosaicbc.org,604-298-8201,no,yes,no,no,yes,yes,no,yes,no,no,no,no
665,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.141, -122.8569)",200A-7134 King George Bvld.,Surrey,V3W 5A3,British Columbia,no,https://www.mosaicbc.org/,info@mosaicbc.org,778-591-9334,no,no,no,yes,no,yes,no,yes,no,no,no,no
666,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.282437, -123.070175)",206-2555 Commercial Drive,Vancouver ,V5N 4C1,British Columbia,no,https://www.mosaicbc.org/,info@mosaicbc.org,604-708-3905,no,no,no,yes,no,yes,no,yes,no,no,no,no
667,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.260195, -123.069419)",304-2730 Commercial Drive,Vancouver ,V5N 5P4,British Columbia,no,https://www.mosaicbc.org/,info@mosaicbc.org,604-684-8825,no,no,no,yes,no,yes,no,yes,no,no,no,no
668,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.233386, -123.024471)",5575 Boundary Road,Vancouver,V5R 2P9,British Columbia,no,https://www.mosaicbc.org/,info@mosaicbc.org,604-522-3722,no,yes,no,yes,yes,yes,no,yes,no,no,no,no
669,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.220765, -122.977123)",5902 Kingsway,Burnaby,V5J 1H2,British Columbia,no,http://www.mosaicbc.org,careerpaths@mosaicbc.org,604-438-8214,no,no,no,no,yes,yes,no,no,yes,no,no,no
670,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,"(49.21871, -122.959211)",7009 Kingsway,Burnaby,V5E 1E5,British Columbia,no,http://www.mosaicbc.com/,info@mosaicbc.org,604-636-0120,no,yes,yes,no,no,no,no,no,yes,no,yes,no
671,MOSAIC - Multilingual Orientation Service Association for Immigrant Communities (VIPP Moving Ahead program),"(49.219055, -122.956236)",310-7155 Kingsway,Burnaby,V5E 2V1,British Columbia,no,http://www.mosaicbc.com/settlement-services/vulnerable-populations/moving-ahead,info@mosaicbc.org,604-636-4712,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes
672,MOSAIC - Newcomer Family Resource Network Incorporated,"(49.896185, -97.14747)",397 Carlton Street,Winnipeg,R3B 2K9,Manitoba,no,http://www.mosaicnet.ca,vcavers@mosaicnet.ca,204-774-7311,no,yes,yes,no,no,no,no,yes,yes,no,no,no
673,MOSAIC at School District 40 (Fraserside Community Services),"(49.212227, -122.920515)","519 7th Street, 2nd floor Suites 245-246",New Westminster,V3M 6A7,British Columbia,no,,,604-254-0244,no,yes,no,no,no,no,no,no,yes,no,no,yes
674,Mothers Matter Centre,"(49.287533, -123.124284)",508 - 1190 Melville Street,Vancouver,V6E 3W1,British Columbia,no,https://www.mothersmattercentre.ca/,info@hippycanada.ca,604-676-8250,no,yes,no,no,yes,no,no,no,yes,no,yes,yes
675,Mount Carmel Clinic,"(49.910116, -97.134445)",886 Main Street,Winnipeg,R2W 5L4,Manitoba,no,http://www.mountcarmel.ca,bshoffner@mountcarmel.ca,204-582-0311,no,yes,no,no,no,no,no,no,no,yes,yes,yes
676,Mount Pleasant Family Centre Society,"(49.278124, -123.043662)",2910 George Street,Vancouver,V5T 4L9,British Columbia,no,http://www.mpfamilycentre.ca,,604-872-6757,no,yes,yes,no,no,no,no,no,no,no,no,no
677,Mount Pleasant Neighbourhood House,"(49.262145, -123.086774)",800 East Broadway,Vancouver,V5T 1Y1,British Columbia,no,http://www.mpnh.org,,604-879-8208,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes
678,Moyo Health & Community Services,"(43.657433, -79.725641)","7700 Hurontario Street, Suite 601",Brampton,L6Y 4M3,Ontario,yes,https://moyohcs.ca,,905-361-0523,no,yes,no,no,no,yes,no,no,no,no,no,no
679,Multicultural and Immigrant Services Association of North Vancouver Island ,"(49.690542, -125.000411)",407A 5th St,Courtenay,V9N 1J7,British Columbia,no,http://www.immigrantwelcome.ca,,250-338-6359 or 1-855-805-0171,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no
680,Multicultural and Immigrant Services Association of North Vancouver Island ,"(49.996413, -125.243811)",200 - 1170 Shoppers Row,Campbell River,V9W 2C8,British Columbia,no,http://www.immigrantwelcome.ca,,250-830-0171 or 1-855-805-0171,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no
681,Multicultural Association Chaleur Region Inc.,"(47.620401, -65.648888)",325 Main Street,Bathurst,E2A 1B1,New Brunswick,no,https://macr-amrc.ca/en/home.php,info@macr-amrc.ca,506-547-7651,yes,yes,no,no,no,no,no,no,no,no,no,yes
682,Multicultural Association of Carleton County Inc. (MACC),"(46.150408, -67.573654)",645-647 Main Street,Woodstock,E7M 2C7,New Brunswick,no,http://www.maccnb.ca,staff@maccnb.ca,506-328-4690,yes,yes,no,yes,yes,no,no,no,no,no,no,no
683,Multicultural Association of Charlotte County,"(45.19267, -67.281487)","123 Milltown Boulevard, Suite 102",St. Stephen,E3L 1G5,New Brunswick,no,http://www.ccmanb.com,info@ccmanb.com,506-755-9295,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
684,Multicultural Association of Charlotte County,"(45.130361, -66.823758)","19 Main Street, Unit 1",St. George,E5C 3H9,New Brunswick,no,http://www.ccmanb.com,info@ccmanb.com,506-755-9295,yes,no,no,no,no,no,no,yes,no,no,no,no
685,Multicultural Association of Fredericton Inc. (MCAF),"(45.961853, -66.655895)",28 Saunders Street,Fredericton,E3B 1N1,New Brunswick,no,https://mcaf.nb.ca/en/,mcaf@mcaf.nb.ca,506-454-8292,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes
686,Multicultural Council of Windsor and Essex County,"(42.3161, -83.046601)",245 Janette Avenue,Windsor,N9A 4Z2,Ontario,no,http://www.themcc.com/,contact@themcc.com,519-255-1127,no,yes,yes,no,no,no,no,no,yes,no,no,no
687,Multicultural Council of Windsor and Essex County,"(42.312697, -82.934754)",7651 Tecumseh Road East,Windsor,N8T 3H1,Ontario,no,http://www.themcc.com/,contact@themcc.com,519-948-3443,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes
688,Multicultural Family Resource Society,"(53.553155, -113.484876)",9538 107 Ave NW,Edmonton,T5E 4C6,Alberta,no,http://www.mfrsedmonton.org,,780-938-1771,no,yes,no,no,no,no,no,no,no,no,no,no
689,Multicultural Helping House Society,"(49.241563, -123.08994)",4802 Fraser Street,Vancouver,V5V 4H4,British Columbia,no,http://www.helpinghouse.ca/,,604-879-3277,no,yes,no,no,yes,no,no,no,no,yes,no,yes
690,Muslim Community Services,"(43.718441, -79.71998)","150 Central Park Drive, Suite 304",Brampton,L6T 2T9,Ontario,yes,http://www.muslimcommunity.org/ ,,905-790-1910,no,no,no,no,no,no,no,yes,no,no,no,no
691,Muslim Community Services,"(43.661662, -79.721338)",197 County Court Blvd,Brampton,L6W 4P6,Ontario,yes,http://www.muslimcommunity.org/ ,services@bmccentre.org,905-790-8482,no,yes,no,no,no,no,no,yes,yes,no,no,no
692,Muslim Community Services,"(43.529714, -79.717437)",4120 Ridgeway Drive,Mississauga,L5L 5S9,Ontario,yes,http://www.muslimcommunity.org/ ,,905-828-4008,no,no,no,no,no,no,no,yes,no,no,no,no
693,Neepawa and Area Immigrant Settlement Services,"(50.227967, -99.466891)","342 Mountain Avenue, 2nd Floor",Neepawa,R0J 1H0,Manitoba,no,http://www.neepawasettlement.com/,don@neepawasettlement.com,204-476-2055,no,yes,no,no,yes,no,no,yes,no,no,no,yes
694,New Brunswick Multicultural Council,"(46.17379, -65.876837)","10 Civic Court, Unit 1",Chipman,E4A 2H9,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-327-0103,no,yes,no,no,no,no,no,no,yes,no,no,no
695,New Brunswick Multicultural Council,"(47.508021, -67.390663)",144D Canada Street,Saint-Quentin,E8A 1G7,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-235-1804,no,yes,no,no,no,no,no,no,yes,no,no,no
696,New Brunswick Multicultural Council,"(48.00812, -66.675951)","157 Water Street, Suite 802,P.O. Box 122",Campbellton,E3N 3G1,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-789-7747,no,yes,no,no,no,no,no,no,yes,no,no,no
697,New Brunswick Multicultural Council,"(47.030922, -65.468937)",1808 Water Street,Miramichi,E1N 1B6,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-773-5272,no,yes,no,no,no,no,no,no,yes,no,no,no
698,"Comité d’accueil, d’intégration et d’établissement des nouveaux arrivants (CAIENA)","(47.741805, -64.718122)",196 Hôtel-de-Ville Avenue,Shippagan,E8S 1M1,New Brunswick,no,http://nouveauxarrivants.ca/index.cfm?id=57,coordinateur@caiena.ca ,506-336-8888,no,yes,no,no,no,no,no,no,yes,no,no,no
699,New Brunswick Multicultural Council,"(45.962095, -66.641333)","494 Queen Street, Suite 200",Fredericton,E3B 1B6,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-453-1091,no,yes,no,no,no,no,no,no,yes,no,no,yes
700,New Brunswick Multicultural Council,"(45.723058, -65.50875)",593 Main Street,Sussex,E4E 7H5,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-808-0154,no,yes,no,no,no,no,no,no,yes,no,no,no
701,New Brunswick Multicultural Council,"(46.4698652, -64.7264089)","104 Irving Boulevard, Unit 1",Bouctouche,E4S 3L5,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-743-1490,no,yes,no,no,no,no,no,no,yes,no,no,no
702,New Brunswick Multicultural Council,"(46.6723394, -64.87287)","25 Cartier Boulevard, Unit 145",Richibucto,E4W 3W7,New Brunswick,no,https://nbmc-cmnb.ca/,culture@nbmc-cmnb.ca,506-523-1842,no,yes,no,no,no,no,no,no,yes,no,no,no
703,New Canadians' Centre of Excellence Inc. - Leamington Branch,"(42.045878, -82.598173)",24 Oak Street East Units 7 & 8,Leamington,N8H 2C2,Ontario,no,https://www.ncceinc.org/,,519-326-6224,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
704,New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Budimir Library ,"(42.268453, -83.026811)",1310 Grand Marais Road West,Windsor,N9E 1E4,Ontario,no,https://www.ncceinc.org/,,519-258-4076,no,yes,no,no,no,no,no,no,yes,no,no,no
705,New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Central Library,"(42.318493, -83.040463)",185 Ouellette Avenue,Windsor,N9A 4M9,Ontario,no,https://www.ncceinc.org/,,519-258-4076,no,yes,no,no,no,no,no,no,yes,no,no,no
706,New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Forest Glade Optimist Library ,"(42.303947, -82.91556)",3211 Forest Glade Drive,Windsor,N8R 1W7,Ontario,no,https://www.ncceinc.org/,,519-258-4076,no,yes,no,no,no,no,no,no,yes,no,no,no
707,New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - John Muir Branch,"(42.301371, -83.074685)",363 Mill Street,Windsor,N9C 1B1,Ontario,no,https://www.ncceinc.org/,,519-258-4076,no,yes,no,no,no,no,no,no,yes,no,no,no
708,New Canadians' Centre of Excellence Inc. - Main Branch,"(42.313389, -83.035895)",660 Ouellette Avenue,Windsor,N9A 1C1,Ontario,no,https://www.ncceinc.org/,,519-258-4076,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes
709,New Canadians' Centre of Excellence Inc. - Midtown Branch,"(42.30982, -83.01325)",1214 Ottawa Street,Windsor,N8X 2E6,Ontario,no,https://www.ncceinc.org/,,519-419-5461,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes
710,New Canadians' Centre of Excellence Inc. - Windsor West Branch,"(42.30111, -83.075638)",3235 Sandwich Street,Windsor,N9C 1A9,Ontario,no,https://www.ncceinc.org/,,519-254-2001,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes
711,New Canadians Centre Peterborough,"(44.291073, -78.320987)",221 Romaine Street,Peterborough,K9J 2C3,Ontario,no,http://www.nccpeterborough.ca,info@nccpeterborough.ca,705-743-0882,no,no,no,no,no,no,yes,no,no,no,no,no
712,New Canadians Centre Peterborough,"(43.960537, -78.168265)","50 Covert Street, 2nd Floor",Cobourg,K9A 2L6,Ontario,no,http://www.nccpeterborough.ca/?page_id=13,,905-377-8100,no,no,no,no,no,no,yes,no,no,no,no,no
713,New Directions Vocational Testing & Counselling Services Ltd. ,"(49.104247, -122.655767)",100 - 20436 Fraser Hwy,Langley,V3A 4G2,British Columbia,no,http://www.newdirectionsschool.com,,604-530-0535,no,no,no,no,no,no,no,yes,no,no,no,no
714,New Directions Vocational Testing & Counselling Services Ltd. ,"(49.104595, -122.654965)",20443 Fraser Hwy,Langley,V3A 5N9,British Columbia,no,http://www.newdirectionsschool.com,office@newdir.ca ,778-366-7640,no,no,no,yes,no,no,no,yes,no,no,no,no
715,Newcomer Centre of Peel,"(43.577115, -79.620909)","165 Dundas Street West, Suite 116",Mississauga,L5B 2N6,Ontario,yes,http://www.ncpeel.ca,,905-306-0577,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,yes
716,Newcomer Kitchen Inc,"(43.652774, -79.429369)",1033 College Street,Toronto,M6H 1A8,Ontario,no,https://newcomerkitchen.ca/,info@newcomerkitchen.ca,416-464-1864,no,yes,yes,no,no,no,no,no,yes,no,yes,no
717,Newcomer Women's Services Toronto,"(43.6567169, -79.3587235)","489 Queen Street East, Unit 100",Toronto,M1A 1V1,Ontario,no,http://www.newcomerwomen.org,info@newcomerwomen.org,416-469-0196,no,no,no,no,no,no,no,yes,no,yes,yes,no
718,Newcomers Employment Development Services (N.E.E.D.S.) Inc.,"(49.8546, -97.2874)",A - 251 Notre Dame Avenue,Winnipeg,R3R 1N8,Manitoba,no,http://www.needsinc.ca,needsinc@mts.net,204-940-1260,no,yes,yes,no,yes,no,no,no,yes,no,no,yes
719,Niagara Catholic District School Board - Niagara West Adult Learning Centre,"(43.164732, -79.476752)",4271 Queen Street,Beamsville,L0R 1B2,Ontario,no,http://niagaracontinuingeducation.ca/language-programs/language-instruction-for-newcomers-to-canada.html,,905-563-1515,yes,no,no,no,no,no,no,yes,no,no,no,no
720,Niagara Catholic District School Board - St. Ann Adult Learning Centre,"(43.093609, -79.093069)",5895 North Street,Niagara Falls,L2G 1J7,Ontario,no,http://niagaracontinuingeducation.ca/language-programs/language-instruction-for-newcomers-to-canada.html,,905-354-3531,yes,no,no,no,no,no,no,yes,no,no,no,no
721,Niagara College,"(43.152974, -79.166128)",135 Taylor Road,Niagara-on-the-Lake,L0S 1J0,Ontario,no,http://www.niagaracollege.ca/content/,,905-641-2252,no,no,no,yes,yes,no,no,yes,no,no,no,no
722,NorQuest College - Camrose,"(53.02382, -112.825085)",#7 - 5000 51 Avenue,Camrose,T4V 0V6,Alberta,no,,,780-644-6000,no,no,no,no,no,no,no,yes,no,no,no,no
723,NorQuest College - Edmonton,"(53.5428, -113.4974)",10215 - 108 Street,Edmonton,T5J 1L6,Alberta,no,,,780-644-6000,no,yes,no,no,yes,no,no,yes,no,no,no,no
724,Norquest College - Edmonton,"(53.560036, -113.548384)",11140-131st Street,Edmonton,T5M 1C1,Alberta,no,,,780-644-6000,no,yes,no,no,yes,no,no,yes,no,no,no,no
725,NorQuest College - Grande Prairie,"(55.184269, -118.767334)",11449 92 Street,Grande Prairie,T8X 1P4,Alberta,no,,,780-644-6000,no,no,no,no,no,no,no,yes,no,no,no,no
726,NorQuest College - Lloydminster,"(53.268851, -110.041879)",6612 35 Street,Lloydminster,T9V 3H1,Alberta,no,,,780-644-6000,no,no,no,no,no,no,no,yes,no,no,no,no
727,NorQuest College - Sherwood Park,"(53.526542, -113.297938)",401 Festival Lane,Sherwood Park,T8A 5P7,Alberta,no,,,780-644-6000,no,no,no,no,no,no,no,yes,no,no,no,no
728,NorQuest College - Whitecourt,"(54.140738, -115.679116)",4739 50 Avenue,Whitecourt,T7S 1N8,Alberta,no,,,780-644-6000,no,no,no,no,no,no,no,yes,no,no,no,no
729,North Bay and District Multicultural Centre,"(46.308817, -79.462801)",100 Main Street East,North Bay,P1B 1A8,Ontario,no,http://www.nbdmc.ca/,,705-495-8931 or toll-free 1-877-495-8931,no,yes,yes,no,no,no,no,no,no,no,no,no
730,North Bay and District Multicultural Centre,"(48.472229, -81.328389)","119 Pine Street, Suite 10",Timmins,P4N 2K3,Ontario,no,http://www.nbdmc.ca/,,705-269-8622,no,yes,no,no,no,no,no,no,no,no,no,no
731,North West College,"(52.781155, -108.284277)",10702 Diefenbaker Drive,North Battleford,S9A 4A8  ,Saskatchewan,no,http://www.northwestcollege.ca/,shelley.platten@nwrc.sk.ca,306-937-5100,no,no,no,no,no,no,yes,yes,no,no,no,no
732,North York Community House,"(43.723252, -79.447877)",255 Ranee Avenue,Toronto,M6A 2P4,Ontario,no,http://www.nych.ca/,,416-784-0920,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes
733,North York Community House - Albion Heights Junior Middle School          ,"(43.731388, -79.594316)",45 Lynmont Rd,Toronto,M9V 3W9,Ontario,no,http://www.nych.ca/,,416-394-7520,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
734,North York Community House - Beaumonde Heights Junior Middle School          ,"(43.742604, -79.574755)",70 Monterrey Dr,Toronto,M9V 1T1,Ontario,no,http://www.nych.ca/,,416-394-7790,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
735,North York Community House - Beverly Heights Middle School          ,"(43.733033, -79.504775)",26 Troutbrooke Dr,Toronto,M3M 1S5,Ontario,no,http://www.nych.ca/,,416-395-3000,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
736,North York Community House - Brookview Middle School           ,"(43.767466, -79.51725)",4505 Jane St,Toronto,M3N 2K7,Ontario,no,http://www.nych.ca/,,416-395-2120,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
737,North York Community House - Burnhamthorpe Collegiate Institute,"(43.649168, -79.561695)",500 The East Mall,Toronto,M9B 2C4,Ontario,no,http://www.nych.ca/,,416-394-7130,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
738,North York Community House - C.W. Jefferys Collegiate Institute,"(43.758279, -79.499913)",340 Sentinel Rd,Toronto,M3J 1T9,Ontario,no,http://www.nych.ca/,,416-395-3170,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
739,North York Community House - Chalkfarm Public School,"(43.727115, -79.514396)",100 Chalkfarm Dr,Toronto,M3L 1L4,Ontario,no,http://www.nych.ca/,,416-395-2160,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
740,North York Community House - Charles E Webster Public School ,"(43.693443, -79.475103)",1900 Keele St,Toronto,M6M 3X7,Ontario,no,http://www.nych.ca/,,416-394-2250,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
741,North York Community House - Charles H Best Middle School,"(43.767454, -79.458634)",285 Wilmington Ave,Toronto,M3H 5K8,Ontario,no,http://www.nych.ca/,,416-395-2170,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
742,North York Community House - Dante Alighieri Academy ,"(43.710086, -79.458373)",60 Playfair Avenue,Toronto,M6B 2P9,Ontario,no,http://www.nych.ca/,,416-393-5522,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
743,North York Community House - Davisville Junior Public School,"(43.699357, -79.395936)",43 Millwood Rd,Toronto,M4S 1J6,Ontario,no,http://www.nych.ca/,,416-393-0570,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
744,North York Community House - Daystrom Public School ,"(43.747956, -79.546967)",25 Daystrom Dr,Toronto,M9M 2A8,Ontario,no,http://www.nych.ca/,,416-395-2280,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
745,North York Community House - Dixon Grove Junior Middle School,"(43.685007, -79.555978)",315 The Westway,Toronto,M9R 1H1,Ontario,no,http://www.nych.ca/,,416-394-7940,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
746,North York Community House - Downsview Public School ,"(43.731122, -79.482439)",2829 Keele St,Toronto,M3M 2G7,Ontario,no,http://www.nych.ca/,,416-395-2340,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
747,North York Community House - Downsview Secondary School ,"(43.730868, -79.479518)",7 Hawksdale Rd,Toronto,M3K 1W3,Ontario,no,http://www.nych.ca/,,416-395-3200,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
748,North York Community House - Driftwood Public School ,"(43.762971, -79.515004)",265 Driftwood Ave,Toronto,M3N 2N6,Ontario,no,http://www.nych.ca/,,416-395-2350,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
749,North York Community House - Dublin Heights Elementary and Middle School,"(43.749148, -79.447025)",100 Bainbridge Ave,Toronto,M3H 2K2,Ontario,no,http://www.nych.ca/,,416-395-2360,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
750,North York Community House - Elia Middle School  ,"(43.753808, -79.498462)",215 Sentinel Rd,Toronto,M3J 1T7,Ontario,no,http://www.nych.ca/,,416-395-3020,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
751,North York Community House - Elmbank Junior Middle Academy ,"(43.736502, -79.590047)",10 Pittsboro Dr,Toronto,M9V 3R4,Ontario,no,http://www.nych.ca/,,416-394-7560,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
752,North York Community House - Emery Collegiate Institute/ Emery Adult Learning Centre ,"(43.748723, -79.539557)",3395 Weston Rd,Toronto,M9M2V9,Ontario,no,http://www.nych.ca/,,416-395-3220,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
753,North York Community House - Etobicoke Collegiate Institute ,"(43.650093, -79.5223)",86 Montgomery Rd,Toronto,M9A 3N5,Ontario,no,http://www.nych.ca/,,416-394-7840,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
754,North York Community House - Father Henry Carr Catholic Secondary School ,"(43.735765, -79.5923)",1760 Martin Grove,Toronto,M9V 3S4,Ontario,no,http://www.nych.ca/,,416-393-5521,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
755,North York Community House - Firgrove Public School,"(43.752001, -79.519911)",270 Firgrove Cres,Toronto,M3N 1K8,Ontario,no,http://www.nych.ca/,,416-395-2420,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
756,North York Community House - Fisherville Senior Public Schoo,"(43.784556, -79.441162)",425 Patricia Ave,Toronto,M2R 2N1,Ontario,no,http://www.nych.ca/,,416-395-3030,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
757,North York Community House - Flemington Public School ,"(43.720088, -79.444454)",10 Flemington Rd,Toronto,M6A 2N4,Ontario,no,http://www.nych.ca/,,416-395-2430,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
758,North York Community House - Forest Hill Collegiate Institute,"(43.703067, -79.421346)",730 Eglinton Ave W,Toronto,M5N 1B9,Ontario,no,http://www.nych.ca/,,416-393-1860,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
759,North York Community House - Forest Hill Junior and Senior Public School,"(43.695376, -79.413939)",78 Dunloe Rd,Toronto,M5P 2T6,Ontario,no,http://www.nych.ca/,,416-393-9335,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
760,North York Community House - George Anderson Public School,"(43.6934, -79.4857)",30 Geo. Anderson Dr,Toronto,M6M 2Y8,Ontario,no,http://www.nych.ca/,,416-395-5000,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
761,North York Community House - George Harvey Collegiate Institute,"(43.684547, -79.473699)",1700 Keele St,Toronto,M6M 3W5,Ontario,no,http://www.nych.ca/,,416-394-3180,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
762,North York Community House - George Syme Community School,"(43.669251, -79.491127)",69 Pritchard Ave,Toronto,M6N 1T6,Ontario,no,http://www.nych.ca/,,416-394-2340,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
763,North York Community House - Gracedale Public School  ,"(43.753198, -79.561842)",186 Gracedale Blvd,Toronto,M9L 2C1,Ontario,no,http://www.nych.ca/,,416-395-2480,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
764,North York Community House - Gracefield Public School ,"(43.709018, -79.491406)",177 Gracefield Ave,Toronto,M6L 1L7,Ontario,no,http://www.nych.ca/,,416-395-2490,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
765,North York Community House - H J Alexander Community School,"(43.7024, -79.520229)",30 King St,Toronto,M9N 1K9,Ontario,no,http://www.nych.ca/,,416-394-2359,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
766,North York Community House - Highfield Junior School ,"(43.745892, -79.589145)",85 Mount Olive Dr,Toronto,M9V 2C9,Ontario,no,http://www.nych.ca/,,416-394-7510,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
767,North York Community House - Humber Summit Middle School  ,"(43.750573, -79.564526)",60 Pearldale Ave,Toronto,M9L 2G9,Ontario,no,http://www.nych.ca/,,416-395-2570,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
768,North York Community House - James Cardinal McGuigan Catholic High School,"(43.763298, -79.493802)",1440 Finch Avenue West,Toronto,M3J 3G3,Ontario,no,http://www.nych.ca/,,416-393-5527,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
